,Unnamed: 0,name,date,stars,text,boaDate,boaText,source,product
326,326,TravisL,09/29/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I am truly disappointed in Bank of America I'm a small business owner I deposited a check into a new business account
The Risk department has decided to place an additional hold on the check For 7 business days
They've already lie to me multiple times about why the check is being placed on hold
The home owner that wrote the check Is a VIP in  his company which happens to own the bank the check was written  from, he has assured me that the check has already been paid and cleared the signatures match up and it's up to my bank to now release the funds, This year alone I've done over $250000.00 through Bank of America and for them to do this on a $3400.00 check is absolutely absurd I now have to tell my client that were unable to do his project for at least the next 15 days

I'm very disappointed in Bank of America as I feel that they do not care about small business owners they only care about their money
Bank of America may have many cool features but at the end of the day what matters most to their clients, Is being at a bank that they can trust to do the right thing that will have their back and will work with them to make sure that things like this doesn't happen

 Bank of America you've let me down you have made it to where I need to consider doing business with other banks I may have to close down all my accounts at Bank of America and switch to another bank now because as a small business owner I can not have these setbacks I cannot call clients and let them know that we can not start projects because my bank is holding checks also please keep in mind I've been with you since November 2017 With multiple business and personal accounts</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",10/05/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,
327,327,Joe N,09/26/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Stay away, I am a 10-year customer to Bank of America and as of yesterday - I made a deposit, boa sent an email saying to call do to suspicious card activity (there wasn't any) upon placing the call I was told my account was closed. There has been no explanation, and support was completely useless. They told me nothing could be done, and there is no specific reason. I have since told my friends whom also have Bank of America and they have all agreed to close their accounts and move them elsewhere. I would advise you all to do the same. A quick google search revealed that this is not abnormal for them to do. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/26/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,
328,328,Richard R,09/26/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I am the executor of an estate in which I have no financial interest. On September 6th I obtained a court order via the probate division of Pinellas County Florida to access the decedent's checking account. The court order specifically states ""there be an immediate distribution of the assets of the decedent."" I take the court order to the branch on the 6th that the decedent dealt with expecting them to release the funds to the Trust for which I was the executor. Never easy with B of A! A call has to be made to the corporate office and the paperwork sent directly via the latest technology and despite what the court order says I have to fill out paperwork and am told that it will be 7 to 10 business days until I receive the check. I call the bank on Monday the 24th and inquire as to what is happening and find the check was issued on the 20th and to expect it in the mail soon. Mail just came. It's the 26th. No check so tomorrow, if it comes, will be 21 days since I presented a court order for the ""immediate distribution of the assets."" I wonder what they would charge ** if I was 21 days late with a payment? Also had issues accessing another account there and a safety deposit box. I do not want this to be an all negative review as I would really want to compliment the employees of this branch office in Safety Harbor as they have always tried to be helpful but they seem to be at the mercy of the corporate office that evidently feels it is above the law.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for the same canned response you give to all your customer reviews but as you know action speaks louder than words.Today is the 29th and the check still has not arrived. Mail comes soon and if it does arrive today would make your payment 23 days late. I am assessing a penalty of $ 2250 which is what it cost the estate to obtain the court order for immediate distribution of assets that the Bank of America has conveniently ignored. Big banks above the law. Here we go again!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">""Exceptional client experience to our customers."" Enough said!!!!</div>]",09/26/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,checking
329,329,Philip M,09/21/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Stay away from B of A!!! My account has been open 5 years. The last 2 years I have deposited checks every single week from a very large employer. This week Bank of America decided to put a 10 day hold on the check. They won't tell me why but did send me a list of reasons that holds are placed on deposits. Not one applies. My friends father died and now I can't buy flowers. I have a doctors appointment next week and can't go. I have insurance but won't have enough for the $10 copay. Customer service apparently cannot do anything. The check has cleared, but no money for 10 more days. I have never overdrafted. Never bounced a check. The amount is not high. Check from major U.S. company that again, I send in checks for every week. Seems they randomly placed a hold on the account. How responsive is their customer service ? I'm betting below will soon read: Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/21/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
330,330,amninder ripsy nagra,09/19/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have had horrible experience with bank of america. I am a victim of Identity Theft and have sent over all my documents in order to close off an account that was opened by someone of whom I did not authorize. I Have filed a complaint with the us***************** **************** ,****, police report and much more and nothing has happened, bank of america still refuses to remove a credit card off of my name. I have hired an attorney now to assist with this process. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",09/20/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,credit card
331,331,?,09/15/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">My experience with BOA credit cards have been fine until this summer. My Visa credit card was involved with a skimming episode at a local store. Ever since then my credit card has gone through monthly fraud charges. Of course I am sent a new visa account every time. The third time I never authorized my new card but it was still charged anyway. I am not paying this new bill but am afraid for my credit score which has excellent standing. I did just now email BOA since I don't get anywhere with contacting customer service by phone personally or at my local branch. I even contacted the fraudulent companies without any results. I don't know what else to do :(

</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/18/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
332,332,Jessica C,09/13/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Gale was very unprofessional after speaking to her on matters of concern she told me to be grateful the bank was there for me. I asked for her name and she refused to give her last name and said just say Gale from Alabama, after expressing my unsatisfaction with the way matters were being handled I asked to closed my account and she responded with ""go for it I'm ready whenever you are."" I have been a customer for 13 and am not happy with this encounter. Bank of America you should hold your customer service representatives to a higher standard!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/18/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
333,333,susan,09/06/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Bank of America is horrible!! I was mislead by this promotion for opening a new account with the credit card. When I found it I was charged for $79 for opening an account, I wanted to decline and close it They refuse to refund even though I only had an account within 2 months.  Please do not do any business with Bank of America!!</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/25/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
334,334,Tom,09/01/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I battled to stay a BOA cardholder since 1997 and recently closed my account. I have had long loyalty to the institutions I have chosen to do business with over the years. BOA has absolutely no constitutional loyalty values to there customers what so ever. Rewarding there cardholders and account holders with the poorest customer service and never ending fees. I payed off and canceled my cash reward card 2 months ago. I repeatedly asked 2 different branches and abominable customer service line for the payoff amount and was told repeatedly by the clueless representatives that they had no way of calculating or accessing this information, but that I could overpay and then they could possibly issue a credit to my account. A prime example of there borderline criminal tactics at gaining interest and fees. I lost my 1400 + cash reward points( 2800pts required to be able to redeem) upon paying off and canceling my card. I have received two bills since payoff and cancellation...one for approximately $75.00 and what I hoped was my last and then another for .59 that they claimed were unauthorized and refused to credit. Please take my advice and avoid doing any business whatsoever with Bank of America. This is a company that does not have any respect or offer the least amount of loyalty to the very customers that make them a financial entity.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2""> Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",09/06/2018," Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
335,335,Jeff,08/31/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have a home mortgage with Bank of America. I had to retire from work from health problems and applied for a loan modification in April of this year and they kept wanting the same documents over and over that I sent. This went on till late August, then they sent a letter of intent to foreclose. I called to pay the entire amount and they said they couldn't take Debit cards as payment. They have been awful to deal with it seems like all they want to do is foreclose. Do yourself a favor and stay away from B.O.A.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/31/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,mortgage
336,336,Jennifer,08/28/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been a customer for my entire adult life, over 30 years. I hold five accounts with them, including my mortgage and business account. These folks are the worst. While some individual reps have been good people, they are a horrific institution on the whole. Put your money in a credit union if you can. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/28/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,mortgage
337,337,elizabethvitale,08/27/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Someone needs to stop Bank of America from their banking behavior. Please get this message to corporate because corporate doesn't do anything when a client calls. Corporate treats the caller such as my experience as if I have no right to speak.

Bank of America again gives a client of mine false information about my business and my business activity. A call came into one of my bank accounts that a transaction is fraud. Bank of America tried to get the client to go along with the claim. The client well knows my finance manager and told the bank there is no scam. Something has to be done about this bank's procedures. I so far have lost 75,000 due to the scare tactic. I am still waiting if I will recover the business money and client. If I do lose this client I may have no option but to bring a claim in court for Bank of America behavior. Even after my bank said there is no fraud Bank of America continued. I will have to file another complaint on Bank of America. 

Please stop Bank of America.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/31/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
338,338,jenns,08/23/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I did a wire transfer 6 weeks ago inside the ************* bank. The guy who I gave the information to transcribed two numbers incorrectly and didn't notice til I came back a week later asking why my wire transfer had not gone through. So it seems they dropped it in someone else's account is what they say and they can't get it out. It's been 6 weeks, its not been fixed and they have NOT reimbursed my money to me. They don't return calls and I've spoken to the branch manager, her boss and Bank of America corporate department with NO help whatsoever. Also- I've been a client for 22 years, have bought houses, cars, etc there and this is how they treat you when THEY make a mistake. They are completely incompetent.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">As you can see from their reply, it is just an automated reply from the Bank of America! They could care less. They have stolen $1000. from me and will not reimburse the money for the error on their part. Ridiculous!</div>]",08/27/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
339,339,halle04,08/20/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">If i could give less than 1 star i would. I have multiple bank accounts with numerous banks. 2 of my Banks are linked to direct deposit, while the remaining banks I make deposits. My account was closed and i was notified it was because i didn't link Direct Deposit. The closing my account wasn't an issue, if they don't want my service, i can find service else where. The issue is that my account was closed March 2018, it is now August 20 2018 and i have yet to receive my funds from the closed accounts. I have made numerous calls and attempts to receive the check. Every Time i get the same answer "" you should be receiving that check within 5-14 days"". I have contacted them more than 10 times within that time period. At first i showed extreme patience, hence the 5 months it took me to write this review,  because i knew i had more than enough funds in my other accounts. However now, I'm feeling like I've been scammed. I set up an account and they closed it and kept my money. I will never, ever use Bank Of America again, nor would i ever recommend it to others. Very Disappointing </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/23/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
340,340,EDWARD D,08/18/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Brian,

I am going to change my tone to a professional manner in hopes that you will personally correspond or respond in a proper manner.I have definitely not receive the level of customer service I had expected from BANK OF AMERICA, because all of my accounts do not total over a million dollars! What is astounding to me is the fact that  this is how you treat a PLATINUM PLUS level customer that falls into the 97% of the accounts that make up the BULK in banks ,such as Bank of Americana . A couple of weeks ago, I had two accounts compromised which I  had emailed you several times, and never got a respond from you.  Two days ago I had another account compromised, and I still did not hear from you to show that you even cared. Im letting you know that on Monday 8/20, I will be withdrawing my funds out of Bank of America.


Unsatisfied customer,
*****************</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Your Exceptional Client experience is very poor! I had all three of my accounts with Bank of America compromised. Your customer service stinks and I have already started to move my money out of your institution.</div>]",08/22/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
341,341,Samuel. R,08/15/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I am a business owner that has been banking with Bank Of America for some time. I recommend avoiding them at all cost. They are preventing my clients from being able to pay us for 7 days now with no rhyme or reason and refuse to resolve the issue. We are losing money/time and they are not taking our issue seriously. BANK ELSEWHERE! </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/16/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
342,342,William,08/13/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I got ""Power of Attorney"" for my Mother who has Dementia.  We took all her id and put her in a Home in Ocala, FL.  Someone took her out and she went into a BofA down in Ocala and said, she needed a debit card because she lost hers. She didn't have any ID but the guy gave her a new debit card and some Money.  She took the debit card and started buying a bunch of stuff from ***************************  Then went back to the home and started buying stuff on line.  Like a new Computer.  She doesn't have much money in the acct and it needs to be used to pay for her house.
I was trying to cancel the Debit card. But, when I called up there they said the account is invalid. I've spent several hours trying to reach them.
I called like 20 times to different local branches.  They say press 4 to talk to someone. I press 4 and The machine says everyone is busy, goodbye.
I spent 2 hours waiting on hold for fraud.  They finally came on and said, we can't help you. You need to go into the bank.
I went up to the bank 55 M St. in DC. I waited for some guy to finish.  Then some other guy walks in and walks into the office for the guy I'm waiting for and they start doing business.
Some lady said, Why don't we call Customer support.  We did and I waited and I waited.
Then Erika come in and says, I can help you. I went into her office.  She called fraud.  We waited on hold for 20 minutes.  She hung up and said, she was calling another number.
She called it and we waited 10 minutes and I had to go back to work.  She put in my number for them to call me back.  10 minutes later Daniel from the Delaware Ctr called me back.
I explained what was happening and she said, that is too bad.  Your mother has to come up here and cancel the order.  I said, she has Dementia and lives in FL.  I live in MD.  She said, I don't see your Power of Attorney.  I said, I just left the bank and they could see it.  She was very, very rude.
Bank of America has the WORST Customer Service.

</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/16/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
343,343,Abdel  A.,08/08/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">By far , Bank of America through the years has earned the status of the being the  worse bank ever. Known for mediocre customer service,exesive fees , long wait to reach customer service and frequency hunging up on their customers. They always debit instantly but take yome to crefit their customers accounts. Very dishonest.   Avoidance of this bank is highly advised. 
Hungup. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/10/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
344,344,Ian S.,08/08/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Worst bank to deal with. They are the******** of banking. You would be better off doing your banking with a loan shark. They don't listen to you on the phone, read from a script. Online they copy and paste, don't even read your message. Just watch, they will respond to this with ""Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.""</div>]",,,bbb.org,
345,345,Myra B.,08/08/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I like how high my line of credit is but customer service sucks soooo bad I would undo getting this card if i could. The automated system is ridiculous, it's to hard to get a representative. In addition when you do get a representative they are as quick to seem unhelpful and hang up on you as the automated system.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/13/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
346,346,Elizabeth V.,08/06/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">To make a very long horrible story short I had 44,000.00 frozen with no reason and treated with the most disrespect in business along with stated to my signature didn't look like my signature by the banker who opened the account. My atm was frozen and I had to ask rediculous questions to get it unblocked. Customer service treated me horrible before and after I sent a letter of complaint to headquarters. I always file necessary complaints when I am treated bad in business. I finally received the money but they should be forced to pay interest immediately not after need in court. I am learning of global grants, heritage funds and other international business in banking. Obviously bankers aren't trained well in law beyond their own procedures. Also these reps are not being taught the account holder is how they are in business or they just don't care.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/08/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
347,347,Evan G.,07/31/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I feel like the customer service from Bank Of America is not genuine. It's like they are reading from a script. Just going through the motions to get me off the phone. I don't think the $105 of fees that was put on my account was fair. Also, they are taking a long time to respond via Facebook and haven't received a response back from my complaint. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",08/01/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
348,348,SEDII H.,07/28/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been a member with BOA for quite some time now. I am absolutely disappointed on how BOA treats their customers. They seem to throw around fees with NO call to inform their ""requirements"". Recently my SAVINGS account became a SECOND Checking account, great. Now no one on BOA side could inform their member that I didn't meet the Saving acct requirements and so now $12.00 maintenance fees are going on? If someone has informed me that because it is now a checking account that I must have direct deposit in that account as well, I would of defiantly arranged that. VERY, POOR CUSTOMER SERVICE. They ""see what they can do: TOO often with NOTHING done. When you disconnect with BOA they will never call you back or summit a request to do so. God, BOA is a trash bank with all fees, horrible service and MANY TERMS TO FOLLOW THAT INVOLVE MONEY. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",07/31/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,checking
349,349,Jennifer  P.,07/27/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">The worst customer service ever!! We currently have a credit card through Bank of America. We were told that our late payment  would be waived and shown on our next statement. Clearly it wasn't waived. Since the representative did not note the waive nor enter her information we the consumer are liars and never requested a waive. Bank of America has a defaulted system.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",07/30/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
350,350,Elaine V.,07/24/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2""> They do not train their employees well I call 3 times they made me a offer through the mail I did what was was ask  for the offer I spoke to them  to make sure I was on the same page  the assure me I was  I call them they do not do what they say  they cost money  sorry I went with this bank</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",07/26/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
351,351,Ugur A.,07/23/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">When ever there is an update in my Bank of America account (opening or closing a credit/debit card) my automatic payments gets cancelled and I end up being charged late fees. Had called customer service around 9 pm multiple times, they keep me on hold for hours and never picked up the phone. Also, it is not possible to contact customer service by email, only option is to call. How am I supposed to contact BoA if there is no email option and can't reach by phone? </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",07/26/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
352,352,Wendell T.,07/13/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">My wife and I relocated to Ecuador a number of years ago and because we were BOA customers we wanted to stay with BOA. We were assured that they could accommodate us. But, where we reside we do not have postal service and even though we notified BOA of this fact numerous times they still mail us cards and the address seems to vary every time that they do this. I have explained many times that without mail service USPS is not going to work. ONLY ******************** We are still constantly working ourselves in and out of this rabbit hole BOA. I do NOT recommend BOA for ANY international service. The bank is trapped in a box that is incapable of accommodating U. S nationals abroad.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
</div>]",07/16/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.
",bbb.org,
353,353,Ali  H.,07/10/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Today I was at Bank of America************************* Alexandria Va , Mr.Eric was very impolite to me , just because I told him you didn't help me with my problem, so he encourage me to close my business account , he also said last chance before I click on the button yes or no . Bank of America charge $35 overdraft for No raison . the wird thing they told me may be Mr.Eric 
Is the manager . He didn't fixe the issues he make it complicated </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",07/13/2018,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
354,354,Jimmika J.,07/09/2018,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">After several months of making small payments to try and resolve my negative balance bank of America closed my checking account without giving me any notice. This resulted in my IRS check being basically in limbo because the account they claimed they closed still accepted my check but is basically just holding it unable to process it through a non existing account </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At
Bank of America, we're focused on providing
exceptional client experience to our customers.
Your feedback helps us continually work toward
that goal.</div>]",07/10/2018,"Thank you for sharing your experience. At
Bank of America, we're focused on providing
exceptional client experience to our customers.
Your feedback helps us continually work toward
that goal.",bbb.org,checking
