,name,date,rating,text,product,source,gender,incident_month,incident_day,geod,count,weekday
2035,ptracy71918,2020-07-16,1,"So bank of America let me open an online account and I then deposited 1,701.00.an hour later then closed my account and told me to visit my local area branch.i did this an then was told they couldn't give me a account an said they would issues my a cashier's check an be expecting it in the mail in 4-6 days.the 7th day I call back an was told 7-10days.on the 10th day I call an talked to the supervisor an expressed my frustration and then was told it would take 10-15 days to get my check.bank of America are shit.im going in the local branch on the 15th day and causing a scene an demand the issue me a check in person or I'm going to jail.i wouldn't recommend that sorry ass bank to anybody.",Bank of America Checking,wallethub.com,,7,16,2036,1,3
2036,elizadushku83,2020-07-16,1,Completely worthless bank. Could have a relationship for years and out of the blue they decide to close your account with no reason and hold your money until they see fit to return it. Better off just putting money under your mattress then using this scam of a bank.,Bank of America Checking,wallethub.com,,7,16,2037,1,3
2037,arjona13lucky,2020-07-14,5,Love this card! Zero interest rate for 18 mos. Came in really handy plus I got cash rewards back @ $300.00 couldn't let that go.,Bank of America Credit Cards,wallethub.com,,7,14,2038,1,1
2038,Bruce,2020-07-14,1,"they really suck ass too much , don't get this card. they over charge and have too many fees. they really suck to much. throw it away",Bank of America Credit Cards,wallethub.com,male,7,14,2039,1,1
2039,david_stille,2020-07-13,2,"They're just blah. Anytime you need service, they rarely actually help. Their customer service reps sound like robots reading policies off of a sheet. You get the bare minimum from them. Many better options out there. Once I pay my car loan off through them, I'm closing my account, I just don't need their vanilla banking.",Bank of America Checking,wallethub.com,,7,13,2040,1,0
2040,Dustin Tyler,2013-01-08,4,"I received my Alaska Airlines Visa Signature card just after I moved back from Alaska. When I first received it I was given a bunch of miles to sign up, however it was attached to an agreement to pay a fee each year for use. The perks are nice and include things like opportunities for extra mile earning, a companion fair for $80, and opportunity to use the miles with other carriers. The negative aspects of the card include increases in yearly fee, potential expiration of miles, and increases in the amount of miles required for a airline flight. This card can certainly be beneficial if you have enough spending to balance out the annual fee or travel a lot (especially with Alaska).",Bank of America Credit Cards,wallethub.com,male,1,8,2041,1,1
2041,Andrew Grubbs,2013-01-08,4,"I have used bank of America and have overall been satisfied with my experiences. Their customer service is great and most of the time if you have any problems they are resolved in a quick and timely manner. The only complaint I have is that there has been just a few unexpected transfer fees and such. Nothing that was too huge, but still kind of annoying. The branches are set up very nice and there's always one close by to grab cash or make transactions. Sometimes there is a little bit of a line, but nothing too bad. I will definitely keep using this bank in the future.",Bank of America Checking,wallethub.com,male,1,8,2042,1,1
2042,Leanora Bolvin,2013-01-08,4,"In my experience, rewards cards can be very hit and miss. Sometimes you even have to deal with higher APR's than normal due the amount of rewards you are getting back. Not the case with this BankAmericard Power Rewards card. I was extremely impressed with the 0% introductory rate, as well as more reasonable than I expected reward options. I found myself constantly using this card on gas purchases, even changing my regular gas station to make sure I went to one that took Visa credit. This card was a big win for me, and my credit wasn't even perfect. Look here if you want a safe, reliable card from a reputable institution that pays you back and then some.",Bank of America Credit Cards,wallethub.com,female,1,8,2043,1,1
2043,Shaun,2013-01-08,5,"Bank of America is absolutely the best bank out there. The customer service is top-notch. Whenever I need to make a deposit, or anything of that sort, I am in and out within seconds. They can answer any and all questions, and not to mention their credit cards are great. I have been with Bank of America for quite some time now, but recently I got my own student card. I use it to purchase books and pay for any other school related fees. The card is amazing, and they really help us students out with the low monthly fees. If you are not with Bank of America, I suggest you switch ASAP! You will not regret it, I can assure you that. Make the switch I am telling you!",Bank of America Credit Cards,wallethub.com,male,1,8,2044,1,1
2044,Marc Chinchilla,2013-01-08,5,"I have been a Bank of America Visa card user for over a year now and I can tell you that the cash back options are great. I have received rewards back from fast food restaurants, gasoline purchases and even going to the grocery store! They are top of the line. I have to save every where I can to make ends meet sometimes and using this card is the way to add additional 3% back on these purchases. I would recommend this card to everyone, try it; you can't lose a dime and you might end of surprising yourself and start saving even more.",Bank of America Credit Cards,wallethub.com,male,1,8,2045,1,1
2045,Alex Alexson,2013-01-08,4,"This card might not be the best card I have ever had, but it is certainly for a good cause. It donates some of the profits to the Susan G. Komen foundation, which is a very big and well-respected cancer charity. I am pleased to know that the card is helping a good cause, but aside from that the card is more or less average. It gives you the standard 1% back on most purchases, but gas will get you 3% back, and groceries receive 2%. The rate for gas and groceries is good, and I have no reason to complain. You can get a 100 dollar bonus when you sign up, and that is great! Overall this is a good card, but it is not anything amazing.",Bank of America Credit Cards,wallethub.com,male,1,8,2046,1,1
2046,corbin watson,2013-01-07,5,"My bank is Bank of America. I have been with them for six years and have nothing but positive things to say about them. I am always greeted by friendly tellers which brighten my day up. They don’t have any outrageous overdraft fees, in fact they have overdraft protection which has saved my butt many times. They have ATMS located everywhere and I can always find one when I need to withdraw money. Their ATMS also feature a check and cash deposit system for when the bank isn’t open. This makes it super convenient to bank with them. Bank of America is a great bank and I would highly recommend them to anyone!",Bank of America Checking,wallethub.com,male,1,7,2047,1,0
2047,Suzanne Lyons,2013-01-07,1,"I was a customer of Bank of America for a short period of time. While applying for an account and being accepted as a member was quick and relatively simple, actually being a member of this bank was a dreadful experience. There seemed to be every possible problem on a regular basis. From debits taking too many days to process, failed direct deposits resulting in bank fees, dropped payment attempts with bill pay to useless customer service...everything at this bank is an issue. One of my biggest fears is that my mortgage will one day, somehow, get sold to Bank of America. I think I'd cry. I would not recommend this bank to anyone, as a credit union, savings and loan or any other financial product. That is, unless you enjoy learning the hard way.",Bank of America Savings & CDs,wallethub.com,female,1,7,2048,1,0
2048,HELEN B,2013-01-04,3,"I've been a customer of Bank of America for approximately 8 years, after they purchased my mortgage from a different mortgage company. I wasn't pleased when my loan was first sold to them as I spent a great deal of time being transferred from one department/person to another. Over the years I have requested many times to stop paper communication, and every time the representative states it will be taken care of, but last week I received a paper statement again. At the beginning of November 2012 I contacted Bank of America and spoke with two different people regarding an early payment I made, and was told there was no record of the payment and the confirmation number I had wouldn't help them. 3 days later I received a letter in the mail stating they attempted to contact me to confirm that I wanted to make an extra payment, but cancelled it because they couldn't reach me. It's frustrating dealing with a company that doesn't train their reps on where/how to look for information. I do enjoy their website though. It is user friendly. It is easy to find information and it appears to be up-to-date. Since I don’t want to refinance my mortgage I'll stick it out and hopefully continue to be able to communicate with Bank of America strictly on their website.",Bank of America Mortgages,wallethub.com,female,1,4,2049,1,4
2049,Marc Chinchilla,2013-01-04,4,"I have been using them for about the last 8 years. They have handled my checking account with a direct deposit for 5 of those years. My experience has also been very satisfactory; however, if I do need to call the 800 number for customer service, there is always an extensive wait time and transfer to this department and that department before I get to the department I originally called for! Fees are not out of the ordinary for this bank compared to any other bank. If you don't write bad checks, they don't charge you. It’s as simple as that. Overall, it is a very good financial institution to do business with. They have online and mobile access so that you can look at your account and see what transactions have taken place immediately. Nice!!",Bank of America Checking,wallethub.com,male,1,4,2050,1,4
2050,ashley morgan,2012-07-25,4,"I've had only positive experiences with Bank of America, over my past 5 years of banking with them. My most recent experience involved the fact that I accidentally downloaded a computer virus, and I was concerned that my online banking information had been compromised. The customer service representative not only assisted in putting a watch on my account, but gave me further steps to ensure that my information was safe. She was 3 steps ahead of me, which truly enhanced my trust with the bank. My only complaint is that a fee exists if you choose to open a second checking account. There are ways around it (elect not to have money directly deposited), but it does seem a bit unfair to charge an already existing customer more money to open a second checking account. Otherwise, their customer service is impeccable and their online banking (and droid app) work wonderfully.",Bank of America Checking,wallethub.com,female,7,25,2051,1,2
2051,Chase Jepson,2012-07-25,4,"I've been using this version of the VISA Credit Card for Bank of America since I began college four years ago. I've never had any problems with it, unless it was caused be me forgetting to pay the bill, or when I lost my card studying abroad.. I usually use it a few times a month just to build up some credit for when I get out of college and am officially on my own. The Bank of America even sent me a new card a month before mine expired which was nice and hassle free. Overall I would recommend using this credit card to other students, but I think adults would be able to find a better deal.",Bank of America Credit Cards,wallethub.com,male,7,25,2052,1,2
2052,Filipe Lebre,2012-07-25,5,"This is truly a great card! To date, there have not been any issues with my Account in terms of fraudulent charges, timely statements, and timely payment postings. I keep track of all of my purchases through Quicken, and this card is fully compatible with that software. I use this card from paying off utilities to buying candy at the corner store! The interest rate is nice, even though I pay off my Bill every month. Also, I liked the promotion where you got a 25% bonus on your cashback if you deposit it into your BOA. Overall I would say that I am a very satisfied customer.",Bank of America Credit Cards,wallethub.com,male,7,25,2053,1,2
2053,Jess Goss,2012-07-25,5,"I have nothing but good things to say about this company! I know that in the past couple of years a lot of bad has been said about its fees and processes, but they have always been fair with me, giving me clear disclosures when there are changes and they always seem to listen to what people have to say about the changes they are planning, which is one reason I intend to stay with them.Another big reason I like this bank is the customer service, both in branch, and online. They are always friendly, knowledgeable and willing to help with whatever situation I have come up with. Most recently, I went through a divorce and went into the branch to get my name changed on my accounts, checking, savings and a credit card. The woman in the branch office was friendly and was able to get the checking and savings accounts taken care of in just a few minutes, and then she advised me how to go about getting the credit card taken care of, and even suggested a new option on the card for me, one where I end up making cash back for my purchases.I have been a customer of Bank of America for over six years now, and fully intend to be one for a long time to come!",Bank of America Checking,wallethub.com,female,7,25,2054,1,2
2054,Casey Spiller,2012-07-25,4,"We've really enjoyed Bank of America. We've never had any significant problems with their services. Adding a second person to the account was quick and easy, and so was getting another debit card. The online checking system is easy to use and very helpful. The ATMs are very self-contained, and not at all a hassle to use. They have quick withdrawal options to speed along the process, and all depositing is done flawlessly without envelopes. The customer service is very helpful and prompt in getting questions answered. We've never had a long wait time on the phone. I would recommend this bank to anyone!",Bank of America Checking,wallethub.com,male,7,25,2055,1,2
2055,Andrew DiMauro,2012-07-25,3,"So far, I have switched over to Bank of America checking from Capital One and have been relatively pleased with the service. I like their online checking much more than I did at Capital One; their ""Sitekey"" feature is actually pretty ingenuous at avoiding the most common phishing attempts. The website also seems to include more information about your purchases and programs you have signed up for. Even with programs like Keep The Change, they have told me exactly what goes into savings each time. It's been pretty nice!The one gripe I have is that signing up for a new checking account is supposed to credit you $100 on your signup. I thought I looked over the fine print pretty well at the time, but still somehow missed that you needed to setup a direct deposit with the account in order to get the funds. Considering my employer does not do direct deposit, it seems that I will be missing out. Regardless, they've provided a good service!",Bank of America Checking,wallethub.com,male,7,25,2056,1,2
2056,chanda mcgrew,2012-07-24,5,I have had such an amazing experience with Bank of America. When I needed to start my account I did so over the internet. It got completely messed up somehow between my typing in my information and it being transmitted (I blame bad WiFi services at the time). When I noticed the issues I did not hesitate to contact customer service to help me out. I explained I had no idea what happened when the information was communicated and they jumped at the opportunity to assist me and make my account correct. It truly made my banking experience go to a whole new level and it was great! I was truly saddened by the fact that I had to change banks due to moving to a region that there was not a Bank of America anymore but the experience I had there changed the way I will think about banks forever.,Bank of America Checking,wallethub.com,female,7,24,2057,1,1
2057,Brad H,2012-07-24,4,"I've had my business accounts with Bank of America for about two years now, we already had our business credit cards through them so it made sense to just keep our company dealings with one bank. So far it's actually been really good, no problems to complain about. For whatever reason, I've had two fraud attempts on our accounts in the last year, both times it was caught by Bank of America really fast and they called me immediately. I had to cancel my debit and credit cards and have them replaced which was a major hassle, but this was the fault of the person trying to commit fraud, not the bank's. I'm glad they keep such diligent tabs on accounts, it could have been bad as company payroll would have been wiped out. They get high marks for this reason alone.",Bank of America Checking,wallethub.com,male,7,24,2058,1,1
2058,Kristen,2012-07-24,5,"Bank of America has been in my life for more than six years. It was like we were best friends from the beginning. I went to open my new account at the local branch here in Uncasville, Connecticut, and from the first step in the door the manager and tellers made me feel like they genuinely cared for me and my money. I recently found a charge that I did not authorize on my debit card, and I called customer service right away. I spoke with very helpful service representatives who informed me that my account would be credited with the full amount of the unauthorized charge. Other than filling out a form with the bank, I did not have to fill out another piece of paper and I did not have any problems after. I am glad that my bank stands up for me as a customer and I feel safe knowing they care about my privacy and security as well.",Bank of America Checking,wallethub.com,female,7,24,2059,1,1
2059,m l,2012-07-24,5,"I love using Bank of America for my personal checking account. I have their really cute HelloKitty debit card with matching checks. I use their ATM's for all my transactions and I rarely have to go inside for anything. Bank of America’s customer service is awesome too. One time the ATM didn't count my money correctly when I made a deposit, I called customer service and they fixed the problem right away. It took a day or so to get money correctly credited to my account, but that’s understandable. I have no complaints with their service and I have been using them for over five years now.",Bank of America Checking,wallethub.com,,7,24,2060,1,1
2060,alexander zhu,2012-07-02,5,"What did it for me with Bank of America, is the completeness of the online banking experience. As a Ph.D. student in Austria, it'd be really hard for me to stop by the branch for any reason at all... And I really didn't have to yet, and it's been over two years. Now, other banks will try to persuade you, that this is also the case with them... Well, Bank of America is the third major bank I gave a try to, and the only reason I dropped previous two, is precisely that: the lack of a *complete* online experience, giving you full control over everything in your account.",Bank of America Checking,wallethub.com,male,7,2,2061,1,0
2061,No one,2012-07-02,3,"Bank of America is truly America's most convenient bank for one reason, only. They have amazing ATMs. The User Interface is quite simple and straightforward, they can do virtually anything, and transactions go through until 8pm. I love the bank for this very reason. It has been a year since I have even stepped inside one of the bank branches because the ATM does everything for me.I do have some problems. I am distraught with the state of banking in the US today. Not only Bank of America, but all major banking institutions in this country are horribly immoral and unethical. This is why I have been attempting to switch to a federal credit union. However, it is very difficult to say goodbye to the convenience of Bank of America.",Bank of America Checking,wallethub.com,male,7,2,2062,1,0
2062,Chanel,2012-07-02,3,"This was the first bank I used when I got my checking account as a college freshman. I feel like I was taken advantage of because of my age and soon fell prey to overdraft charges galore. My bank was definitely not clear about explaining the overdraft process to me, even taking fifty dollars every month out of checking and putting it into my savings, and then charging overdraft fees. Customer service was average; tellers were polite and professional, if not entirely forthcoming. There are branches all over the country, so access is never a problem. Problems with your account are adequately resolved, but you must stay on top of it yourself. Don't expect warnings or advice.",Bank of America Checking,wallethub.com,female,7,2,2063,1,0
2063,Lady Moon,2012-07-02,5,"I've been a Bank of America customer for over 10 years now. When I moved to California for grad school, I needed a bank that had conveniently located branches in both California and North Carolina, and BoA fit the bill.I usually bank online or use the ATM, and I especially like the ability to include a scan of any checks I deposit right on my receipt when I deposit them at an ATM.When I have had to call them with an issue, they have always been responsive and professional and have taken care of the issue with very little hassle.I now also have their rewards credit card, and I love it! It gives 3% back on gas, 2% back on groceries and 1% back on everything else. The rewards really are percentages, not just points, and they are payable in cash in increments of $25. In additional, if you have your rewards deposited into your BoA checking or savings account, you earn an extra 10%, making each payout $27.50.In addition, I use their Add It Up website when making online purchases from many of my favorite retailers, which averages another 4% to 10% back.I would still be paying the same amount for my purchases and would be simply throwing money away if I didn't take advantage of reward and rebate programs, and I find BoA's to be the most convenient, with good percentages and the shortest wait-time before I get my refunds.",Bank of America Checking,wallethub.com,female,7,2,2064,1,0
2064,Michael,2012-07-02,5,"I have been a customer of Bank Of America for several years. I can confidently tell you that Bank Of America is the most developed, safest and the most reliable bank that I have ever seen. I was impressed when I first came to this bank: excellent service, friendly environment, where everybody were kind and eager to help you, made me feel very positive. Their service and conditions are very beneficial for my financial state.Representatives of their customer service are connoisseur and always try to offer customers acceptable decisions. I also believe that the leadership of the bank try to base on high standard moral conduct with customers because almost every offer and conditions are very ""customers oriented"" . Stability and high interest rates are guarantee of successful relations with Bank Of America, overall, I recommend this bank to others.",Bank of America Savings & CDs,wallethub.com,male,7,2,2065,1,0
2065,Andrew Lovato,2012-07-02,4,"I personally have a Bank of America Ebanking checking and savings dual account. This account is great for me because I need access to a debit card and the ability to manage my account from anywhere in the country. By using Bank of Americaâs online services I am able to get the flexibility I need from a bank account.Ebanking is free as long as you follow certain conditions. You have to get online statements otherwise you are charged a statement fee. Another somewhat annoying thing is that you have to use Bank of America ATMs or you get charged a monthly maintenance fee of $8, plus whatever the ATM fee is. This can be annoying, but it is avoidable. Bank of America ATMs offer deposits of checks and cash without envelopes and withdrawals. Since BoA ATMs are readily available in most cities, itâs a convenient way to do banking on the go.I've never had much contact with BoA representatives, because I've never had any real problems apart from one minor address mix up that did not stop the delivery of my mail. BoA usually takes less than the estimated time to clear checks, transfers and deposits. This is great because I know I'll have access to my money quickly.",Bank of America Checking,wallethub.com,male,7,2,2066,1,0
2066,janan shurbaji,2012-07-02,5,"Hello Wallet Hub. Ok, so Bank of America is a great bank. Especially the division in my town. They are incredibly friendly and ready to help you with anything. The only problem I've come across with them is that sometimes they are 'too' friendly. What I mean is I have a large family and we all work together in a family business. So we all have the same last name which happens to be a name from Sicily. Also because we are from Sicily some of our first names might be a little confusing to native English speakers/Americans. We all work and use the same work accounts and constantly transfer money from one work account to another and occasionally to a personal account. The problem is that a few times they have accidentally transferred money to the wrong account. I understand our names are confusing and that its hard to get that type of thing right over the phone but its not cool to try and make a big business purchase and have your check or debit card denied because your bank transferred the money to your brothers personal account instead of to the second work account. It looks bad to clients. Thankfully though the girls working their are super friendly and apologetic and work super fast to right their wrongs. Thanks Bank of America!",Bank of America Savings & CDs,wallethub.com,male,7,2,2067,1,0
2067,Daniel Chacon,2012-07-02,4,"I have been a pretty happy customer of Bank of America for nearly 4 years now. Since I have started a Student checking account with them, they have been very excellent for all of the time I have been with them. The only problem that I have had with them was getting an overdraft fee, although that was a fault of my own and I was able to get it resolved very quickly. The other service that I am very pleased with is their online banking. Allows me to take care of pretty much everything I need. Overall I am very satisfied with my experience with BoA.",Bank of America Checking,wallethub.com,male,7,2,2068,1,0
2068,Naomi Kovar,2012-07-02,5,"I had a checking account with Bank of America for three years. My experience was mostly positive, although there was one negative issue. Being one of the largest banks in the nation, they gave me a sense of security. The only problem I ran into was when I was on a vacation and my account was put on hold. I found out it was because there had been a lot of hotel charges which they thought looked suspicious. It was very inconvenient for me, because I couldn't contact them at the time I found out about the hold, and I couldn't use my debit card in the meantime. I think they went too far in trying to protect the security of my account. Other than that, my experience with Bank of America was good. It was always very easy to get account information over the phone. They made me feel in control of my finances.",Bank of America Checking,wallethub.com,female,7,2,2069,1,0
2069,yolanda,2012-07-02,5,I have been a happy customer with Bank of America for the past 5 years. I have a savings and checking account with this bank and they treat me very well. They are professional and work very hard to resolve any issues that I may have. When I would have a discrepancy on my account they help me fast to solve the problem without causing me any harm. If I call them over the phone or walk into the branch they are helpful and always willing to make sure that I get the proper care. I'm glad to be a customer with Bank of America.,Bank of America Checking,wallethub.com,female,7,2,2070,1,0
2070,Billy Wong,2012-06-25,1,"One of the worst banks out there. They are completely focused on making a profit and getting every last cent possible out of their gullible, readily victimized (in their view) customers, and as such will use every excuse to charge you the most fees possible for no good reason (for example, forcing you to avoid using teller service in order to avoid a fee). Their staff are cold, unfriendly and have no enthusiasm for their jobs, which is to be expected for as heartless an institution as Bank of America. In addition, a quick search will bring up numerous horror stories of people abused by Bank of America. Avoid this bank at all costs!",Bank of America Checking,wallethub.com,male,6,25,2071,1,0
2071,John McCall,2012-06-25,4,"I've been with Bank of America since I first opened a bank account with my father at the age of 16. Since then, I've had nothing but good experiences. Customer service has always been great. They were one of the first to update their ATMs to have a great interface that reads checks and can take cash immediately without needing to put it in an envelope. And although I don't have it, I love that they let you put your picture on your debit card as a security precaution. I would highly recommend Bank of America to anyone else especially as I have never had any issues finding their ATMs while traveling across the country multiple times (or partners that accept Bank of America).",Bank of America Checking,wallethub.com,male,6,25,2072,1,0
2072,Sam Haas,2012-06-25,5,"My experiences with Bank Of America have always left me completely satisfied. Bank Of America employees have always been pleasant, understanding, and informative. As a student in NYC, banking seemed like a foreign language to me, however BOA has helped me gain and utilize valuable banking information. They have helped me in times of serious rotten luck (I have managed to lose my wallet with my banking card and identification card quite a bit) and helped me keep my head up high. They really work with you to bring satisfaction to any customer! As a customer of BOA I highly recommend their services.",Bank of America Checking,wallethub.com,male,6,25,2073,1,0
2073,Audrey,2012-06-25,5,"I've never had a problem with Bank of America. I have had a checking account with them for about 6 years and have never incurred any surprise fees or encountered any other problems. I love the fact that there is an ATM practically wherever I go, so I hardly ever have to pay ATM fees. The Bank of America in my neighborhood is very convenient and the tellers are always friendly. I have lost my credit card a couple of times and it is very easy to have a new one sent to me by filling out a form online. Online banking in general is very handy and makes it easy to keep track of my banking. As long as I pay my bills on time, I anticipate no problems with Bank of America.",Bank of America Checking,wallethub.com,female,6,25,2074,1,0
2074,Heidi S,2012-06-25,5,"I absolutely love banking with Bank of America. They are always extremely helpful whenever I have any questions or concerns. I love that they have so many branches. When I travel I don't have to worry about whether or not I will be able to access my money. Their online banking is pretty great as well. I like that I can check my balance without having to call or go to the bank. I have never been charged a fee when it wasn't my own fault, and I have no doubt that if it was them that messed up that they would work with me. I love banking with Bank of America and don't foresee myself switching banks anytime soon.",Bank of America Checking,wallethub.com,female,6,25,2075,1,0
2075,Cassidy TheCricket,2012-06-25,4,I've been banking with Bank of America for two years. Their customer service is great. Every time I have an issue they are always helpful and do their best to solve my problem. I also like that you can chat with an associate right from your computer at any time. My only issue with them is that I opened my account in California and for some reason California accounts are managed separately from all other accounts so I had to talk to special representatives every time I needed to and it was difficult to get direct transfers from regular accounts to my account to go through correctly and on time. I think the issue is mostly resolved now though.,Bank of America Checking,wallethub.com,female,6,25,2076,1,0
2076,Mary,2012-06-25,1,"I was very interested in banking with Bank of America when they first came to my town. The use of new banking technology drew me towards Bank of America more than any other bank. Setting up my account was easy. Though, every time I went into the bank, I seemed to have to wait a long time and the tellers were not friendly. Whenever it was my turn, there were all these banking rules that I had never heard of before and after a while it just seemed like to much of a hassle to bank there. The service was terrible.",Bank of America Checking,wallethub.com,female,6,25,2077,1,0
2077,Mercedes Johnson,2012-06-25,4,"I really like the fact that it seems no matter where I go, there is a branch that I can go to. They are very understanding and helpful with customer service. I have noticed a few ""odd"" charges on my account and questioned it. They are usually resolved in a quick fashion. Sometimes you do have to speak to a supervisor to get the charge reversed. I often wonder how many people don't notice the charges? My overall rating of this bank is a 4 because they do a good job. Better than some of the banks I have had in the past.",Bank of America Checking,wallethub.com,female,6,25,2078,1,0
2078,David,2012-06-25,4,"Bank of America gets a lot of guff for a lot of their policies. It's true that if the debit charge went into effect, it would have been a disaster. However I have not had many other problems with Bank of America. There are times when I run into random charges on my account. However I usually address them with the customer service representatives and get the matter resolved and the charge reversed. I also use the app, which is pretty handy and convenient. The problem I have with them is that I don't like what they stand for. I also don't trust them. With them losing money all of the time, I only imagine it is only a matter of time before they come up with other ways to charge their customers.",Bank of America Savings & CDs,wallethub.com,male,6,25,2079,1,0
2079,James Alexander,2012-06-25,4,"I opened a Bank of America checking account before going off to college. They have a very good student deal for checking accounts and debit cards, with little to no fees. The ATMs are very convenient and you cannot beat the cash/check deposit at the ATMs, especially since it is an instant deposit before 8 pm. The only problems I have had was when there were two pending charges which cleared so that I over drafted my account twice, instead of processing in the order of the purchases and only counting once. The online banking and bill pay have been very convenient, and I have never had a huge issue with these services.",Bank of America Checking,wallethub.com,male,6,25,2080,1,0
2080,Alissa Kazan,2015-03-04,3,"The BankAmericard Cash Reward Credit Card is an excellent card for earning cash back through daily spending. There is 1 percent back for all purchases, 2 percent on groceries, and 3 percent back on gas purchases. There is also a $100 bonus for spending $500 within the first 90 days, very reasonable. With that being said, I really love the card and the bonuses that are included (they update cash back bonuses regularly), but the reason I gave this card 3 stars is because of the customer service. I recently had my card stolen and I called to cancel the card and was informed that I would have a replacement sent to me in the next 10 business days. It is currently March and I lost my card in the first week of February, I still have not received the card. I called back again to express that I had lost my card and the customer service support line was confused and was not aware that I even called in the first place. I would like a little more communication on the customer support side of the card because I really do love this card!",Bank of America Credit Cards,wallethub.com,female,3,4,2081,1,2
2081,George Green,2015-03-04,4,"I like that this card has a consistent reward system. My BankAmericard cash back system offers different points for different purchases, and will change depending on how many you use. The AAA card does not have that issue. Plus along with my AAA membership, this card makes offers towards travel vouchers and I spent a lot of time traveling, so this maybe very useful if you travel a lot. But, with high variable rates, you have to be sure not to keep a balance, as much as possible with this card.",Bank of America Credit Cards,wallethub.com,male,3,4,2082,1,2
2082,Early Nineties,2015-03-04,3,"The BankAmericard Cash Reward Credit Card is great for points, 1 percent for normal purchases and 2 percent on groceries and gas. Also, getting $100 back just for spending $500 is great, I would have spent that much anyway. The downsides of this card are that the foreign transaction fee is high. 3% is pretty high especially when it is usually free nowadays. Also the late fee is a little steep at $35, people make mistakes and pay late sometimes, and $35 is a huge setback for something so small.",Bank of America Credit Cards,wallethub.com,male,3,4,2083,1,2
2083,Jonathan Corona,2015-03-03,5,"The BankAmericard Visa Credit Card from Bank of America is a great card to use for daily everyday purchases. It's convenient & easey to use, secure, and it's backed up by Bank of America's great customer support. I have been using this card for over 3 years and never had an issue with it. I pay my bills, groceries, and even go out shopping with it on occasions. It's slick design makes it cool to carry around in your wallet & it's mobile banking feature is excellent. If you're looking for a Visa, this is one that you'll love for years to come.",Bank of America Credit Cards,wallethub.com,male,3,3,2084,1,1
2084,Anonymous,2015-03-03,5,"I love my MBNA card. Have been a member for over 20 years. I have used it multiple times for balance transfer, simply because they would offer me zero percent for an extended period of time. That really adds up to some saving on interest charges. Some of the other cards go nuts with their interest rate. I did take a cash advance on this card as well, it is high interest, but that is to be expected. I do not plan on getting another advance anytime soon. I do however plan to keep this card and to use continue using it for balance transfers when they offer a good rate.",Bank of America Credit Cards,wallethub.com,,3,3,2085,1,1
2085,Sunil Sivaprasad,2015-03-03,1,Stay away from this card. Spirit mileage program is very bad. I used it for two years and they cancel your air miles suddenly. If you try to call spirit customer support they will cut throat to say there is nothing you can do get it back or will not explain the reason why they expired the miles. Also you don't earn miles and when you book the travel using these miles they now increased miles for travel and you need lot of mileages. I strongly advise to stay away from this card. This card is not worth it. Choosing 1 star since I cannot rate it 0.,Bank of America Credit Cards,wallethub.com,male,3,3,2086,1,1
2086,Colleen Green,2015-02-27,5,"I have been a customer to BOA for over 10 years. I have really had no issues that I can recall. They're customer service department is always very helpful and polite. I did have one issue with my checking account being overdrawn, but they were able to reverse the charges and fees as a one-time courtesy. I also have a BOA credit card and have had to contact customer service there as well. Again, very accommodating and helpful. I highly recommend Bank of America.",Bank of America Checking,wallethub.com,female,2,27,2087,1,4
2087,Katie Zamudio,2015-02-27,2,"I have been a long time Bank of America customer. I have their core checking plan. I at one time had an unexpected withdraw and my account was overdrawn by a very small amount, less than 5 dollars. They charged me the 35$ overdraft fee and then, to my surprise, said I had 5 days to bring the account current. Since I was on vacation this was quite a challenge. I asked a friend to make a counter deposit, which occurred n the 5th day. But I was STILL charged the 35 dollar EXTENDED overdraft fee, in addition to the other overdraft fee. I called the bank and they would not budge. I think that is poor customer service and I will always remember how the treated me, all for less then 5 dollars. I also posted this on the Bank of America Facebook Page.",Bank of America Checking,wallethub.com,female,2,27,2088,1,4
2088,Teresa Hoffman Johnson,2015-02-25,2,"I have had the Spirit card for several years. Whenever I have had any issues, it was taken care of fairly quickly. I have not been happy with the amount of miles I can earn with this card. They add up much slower than some other cards I have used. I also had a hard time using the points in the same way that they said I could when I signed up for the card. The flights were many more points than I had been made to believe when I signed up. I will probably cancel the card this year.",Bank of America Credit Cards,wallethub.com,female,2,25,2089,1,2
2089,Jennifer Adams,2015-02-23,4,"I've been using this savings account ever since I moved out on my own and had to choose my own bank separate from my parents. I'm pretty sure that I am not being charged a fee, so I very much appreciate that. The only minor complaint I have is that I wish they had been more clear when I first opened the account about the limit on transfers out of savings each month, but my understanding is that the limit is actual a government rule, not an institutional rule, so I understand it is not their obligation. Overall, my experience with Bank of America has been positive.",Bank of America Savings & CDs,wallethub.com,female,2,23,2090,1,0
